Realité,50,1180,1280,1281,1301,1302,1320,1560,1940,2060,2220,2280,2403,2462,2582,2705,1920,1160,40,10,1300,1140,2583,2905,2585,2522,60
10,0.004149377593360996,0.0,0.15352697095435686,0.024896265560165973,0.002074688796680498,0.0,0.0,0.34232365145228216,0.04149377593360996,0.002074688796680498,0.34647302904564314,0.043568464730290454,0.002074688796680498,0.004149377593360996,0.02074688796680498,0.012448132780082987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.010810810810810811,0.0,0.0918918918918919,0.005405405405405406,0.0,0.0,0.002702702702702703,0.36486486486486486,0.06756756756756757,0.0,0.35405405405405405,0.062162162162162166,0.010810810810810811,0.008108108108108109,0.010810810810810811,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.014134275618374558,0.0,0.0812720848056537,0.0,0.0,0.0,0.0,0.5441696113074205,0.007067137809187279,0.0,0.24028268551236748,0.06007067137809187,0.0176678445229682,0.0035335689045936395,0.0176678445229682,0.014134275618374558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.02097902097902098,0.0,0.07692307692307693,0.006993006993006993,0.0,0.0,0.0,0.6153846153846154,0.04195804195804196,0.0,0.21678321678321677,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,0.026066350710900472,0.0,0.0995260663507109,0.011848341232227487,0.0,0.0,0.0,0.43838862559241704,0.037914691943127965,0.004739336492890996,0.27014218009478674,0.08530805687203792,0.002369668246445498,0.002369668246445498,0.011848341232227487,0.009478672985781991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,0.0,0.0,0.08201892744479496,0.04258675078864353,0.0,0.0,0.0,0.4668769716088328,0.033123028391167195,0.0,0.26498422712933756,0.0804416403785489,0.00473186119873817,0.0015772870662460567,0.00946372239747634,0.014195583596214511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,0.009345794392523364,0.0,0.1588785046728972,0.04672897196261682,0.0,0.0,0.0,0.37383177570093457,0.028037383177570093,0.0,0.2897196261682243,0.09345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,0.014588859416445624,0.0,0.11007957559681697,0.005305039787798408,0.0,0.0,0.001326259946949602,0.4986737400530504,0.01856763925729443,0.009283819628647215,0.2572944297082228,0.046419098143236075,0.005305039787798408,0.005305039787798408,0.013262599469496022,0.014588859416445624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,0.02857142857142857,0.0,0.12,0.002857142857142857,0.0,0.0,0.0,0.4828571428571429,0.005714285714285714,0.005714285714285714,0.2542857142857143,0.07428571428571429,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.017142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.026022304832713755,0.0,0.08674101610904585,0.0024783147459727386,0.0,0.0,0.0,0.5452292441140025,0.013630731102850062,0.011152416356877323,0.2503097893432466,0.03345724907063197,0.0024783147459727386,0.0024783147459727386,0.009913258983890954,0.0161090458488228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,0.016129032258064516,0.0,0.08064516129032258,0.008064516129032258,0.0,0.0,0.0,0.5725806451612904,0.04032258064516129,0.008064516129032258,0.1935483870967742,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,0.019851116625310174,0.0,0.09925558312655088,0.01240694789081886,0.0,0.0,0.0,0.5459057071960298,0.017369727047146403,0.0024813895781637717,0.21588089330024815,0.04714640198511166,0.004962779156327543,0.0024813895781637717,0.017369727047146403,0.01488833746898263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,0.021696252465483234,0.0,0.11045364891518737,0.005917159763313609,0.0,0.0,0.0,0.5266272189349113,0.011834319526627219,0.015779092702169626,0.20907297830374755,0.0670611439842209,0.0,0.0,0.021696252465483234,0.009861932938856016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,0.017834394904458598,0.0,0.14267515923566879,0.006369426751592357,0.0012738853503184713,0.0,0.0,0.4789808917197452,0.014012738853503185,0.006369426751592357,0.2394904458598726,0.06496815286624204,0.0012738853503184713,0.0012738853503184713,0.011464968152866241,0.014012738853503185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.007204610951008645,0.001440922190201729,0.15129682997118155,0.01729106628242075,0.0,0.001440922190201729,0.0,0.39913544668587897,0.011527377521613832,0.002881844380403458,0.24495677233429394,0.13688760806916425,0.007204610951008645,0.001440922190201729,0.012968299711815562,0.004322766570605188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,0.0,0.0,0.13768115942028986,0.0,0.0,0.0,0.0,0.45652173913043476,0.07246376811594203,0.007246376811594203,0.2246376811594203,0.07971014492753623,0.0,0.0,0.014492753623188406,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,0.014184397163120567,0.0,0.1595744680851064,0.013002364066193853,0.0,0.0,0.0,0.3747044917257683,0.02009456264775414,0.01182033096926714,0.27541371158392436,0.07446808510638298,0.0070921985815602835,0.001182033096926714,0.028368794326241134,0.02009456264775414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,0.03361344537815126,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.5126050420168067,0.0,0.008403361344537815,0.20168067226890757,0.03361344537815126,0.0,0.0,0.03361344537815126,0.03361344537815126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,0.003947368421052632,0.0,0.09736842105263158,0.034210526315789476,0.0,0.0,0.0,0.3605263157894737,0.015789473684210527,0.0,0.3881578947368421,0.07631578947368421,0.0013157894736842105,0.0013157894736842105,0.014473684210526316,0.006578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,0.0037267080745341614,0.0,0.16770186335403728,0.017391304347826087,0.0,0.0,0.0,0.3341614906832298,0.011180124223602485,0.002484472049689441,0.306832298136646,0.13664596273291926,0.006211180124223602,0.002484472049689441,0.004968944099378882,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,0.0,0.0,0.21052631578947367,0.004048582995951417,0.0,0.0,0.0,0.3765182186234818,0.008097165991902834,0.004048582995951417,0.30364372469635625,0.08906882591093117,0.004048582995951417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,0.005037783375314861,0.0,0.06675062972292191,0.005037783375314861,0.0,0.0,0.0,0.5503778337531486,0.028967254408060455,0.006297229219143577,0.2858942065491184,0.02644836272040302,0.003778337531486146,0.0,0.007556675062972292,0.013853904282115869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,0.009523809523809525,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.48095238095238096,0.03333333333333333,0.007142857142857143,0.23333333333333334,0.06428571428571428,0.004761904761904762,0.0,0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,0.03190184049079755,0.0,0.1312883435582822,0.0006134969325153375,0.0,0.0,0.0,0.5662576687116564,0.024539877300613498,0.006748466257668712,0.17177914110429449,0.03680981595092025,0.001226993865030675,0.0018404907975460123,0.007975460122699387,0.01901840490797546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,0.0072992700729927005,0.0,0.12408759124087591,0.0,0.0,0.0,0.0,0.5474452554744526,0.031630170316301706,0.0170316301703163,0.20437956204379562,0.038929440389294405,0.0072992700729927005,0.0024330900243309003,0.009732360097323601,0.009732360097323601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,0.002369668246445498,0.0,0.030805687203791468,0.004739336492890996,0.002369668246445498,0.002369668246445498,0.0,0.5616113744075829,0.018957345971563982,0.0,0.3246445497630332,0.023696682464454975,0.004739336492890996,0.0,0.0071090047393364926,0.016587677725118485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,0.007692307692307693,0.0,0.03076923076923077,0.023076923076923078,0.0,0.0,0.0,0.3923076923076923,0.038461538461538464,0.0,0.36153846153846153,0.09230769230769231,0.007692307692307693,0.0,0.023076923076923078,0.023076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
