Realité,2585,2905
10,0.15560165975103735,0.8443983402489627
40,0.21351351351351353,0.7864864864864864
50,0.12367491166077739,0.8763250883392226
60,0.22377622377622378,0.7762237762237763
1140,0.06872037914691943,0.9312796208530806
1160,0.23501577287066247,0.7649842271293376
1180,0.07476635514018691,0.9252336448598131
1280,0.07161803713527852,0.9283819628647215
1281,0.07428571428571429,0.9257142857142857
1300,0.1524163568773234,0.8475836431226765
1301,0.056451612903225805,0.9435483870967742
1302,0.05707196029776675,0.9429280397022333
1320,0.01972386587771203,0.980276134122288
1560,0.044585987261146494,0.9554140127388535
1920,0.07348703170028818,0.9265129682997119
1940,0.057971014492753624,0.9420289855072463
2060,0.06264775413711583,0.9373522458628841
2220,0.05042016806722689,0.9495798319327731
2280,0.12105263157894737,0.8789473684210526
2403,0.10062111801242236,0.8993788819875776
2462,0.10526315789473684,0.8947368421052632
2522,0.036523929471032744,0.9634760705289672
2582,0.04047619047619048,0.9595238095238096
2583,0.03374233128834356,0.9662576687116564
2585,0.0705596107055961,0.9294403892944039
2705,0.1018957345971564,0.8981042654028436
2905,0.2,0.8
